#ZVView-data-copy:  18-Feb-2020 06:27:38
#=======================================
#
#name:   30-ZN-64(N,2N)30-ZN-63,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  211
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         13.38        0.105       0.0663       0.0046  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
          13.4         0.15        0.075        0.007  # 1960,D.R.Koehler+        ## 11807002  #dY:9.3%   
          13.4         0.15        0.085        0.012  # 1960,D.R.Koehler+        ## 11807002  #dY:14.1%  
          13.4            0       0.0485        0.004  # 1993,C.Konno+            ## 22637006  #dY:8.2%   
         13.41         0.14      0.05141      0.00155  # 2013,C.Bhatia+           ## 14330002  #dY:3.0%   
         13.47         0.21       0.0744     0.006696  # 1963,L.A.Rayburn         ## 11784003  #dY:9.0%   
         13.47        0.025        0.096        0.007  # 1961,F.Gabbard+          ## 11814002  #dY:7.3%   
         13.47            0       0.0582       0.0046  # 1999,A.A.Filatenkov+     ## 41240077  #dY:7.9%   
         13.47            0       0.0585    0.0046039  # 2016,A.A.Filatenkov      ## 41614033  #dY:7.9%   
          13.5         0.05        0.081        0.004  # 1968,T.Shiokawa+         ## 20278003  #dY:4.9%   
          13.5            0      0.04104        0.024  # 1992,Y.Uwamino+          ## 22703018  #dY:58.5%  
        13.531        0.052      0.06857    0.0025508  # 2007,W.Mannhart+         ## 22976029  #dY:3.7%   
         13.54         0.11       0.0798       0.0056  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
          13.6         0.05        0.089        0.004  # 1968,T.Shiokawa+         ## 20278003  #dY:4.5%   
         13.66         0.14      0.07234       0.0017  # 2013,C.Bhatia+           ## 14330002  #dY:2.4%   
         13.66            0       0.0597        0.005  # 1999,A.A.Filatenkov+     ## 41240077  #dY:8.4%   
         13.66            0       0.0604    0.0050313  # 2016,A.A.Filatenkov      ## 41614033  #dY:8.3%   
        13.699        0.052      0.08241    0.0031398  # 2007,W.Mannhart+         ## 22976029  #dY:3.8%   
         13.77            0       0.0879       0.0068  # 1993,C.Konno+            ## 22637006  #dY:7.7%   
         13.77         0.13       0.0561       0.0025  # 1991,M.Viennot+          ## 30978016  #dY:4.5%   
         13.86         0.05        0.096      0.00768  # 1962,E.Weigold+          ## 31110006  #dY:8.0%   
         13.88         0.12        0.114        0.008  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
         13.88            0       0.0808       0.0052  # 1999,A.A.Filatenkov+     ## 41240077  #dY:6.4%   
         13.88            0       0.0819    0.0052252  # 2016,A.A.Filatenkov      ## 41614033  #dY:6.4%   
          13.9         0.15         0.17         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:11.8%  
          13.9         0.15        0.205         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:9.8%   
         13.91         0.14      0.08423      0.00194  # 2013,C.Bhatia+           ## 14330002  #dY:2.3%   
        13.984        0.052       0.1048    0.0041396  # 2007,W.Mannhart+         ## 22976029  #dY:3.9%   
            14          0.1         0.14        0.012  # 1960,D.R.Koehler+        ## 11807002  #dY:8.6%   
            14            0        0.115        0.008  # 1961,F.Gabbard+          ## 11814002  #dY:7.0%   
            14         0.15         0.15         0.03  # 1956,A.V.Cohen+          ## 21115006  #dY:20.0%  
            14          0.2        0.102        0.017  # 1963,M.Bormann+          ## 21343005  #dY:16.7%  
            14          0.2        0.179        0.015  # 2003,Tran Due Thiep+     ## 31543012  #dY:8.4%   
         14.04            0       0.0977        0.007  # 1999,A.A.Filatenkov+     ## 41240077  #dY:7.2%   
         14.04            0       0.0982    0.0069918  # 2016,A.A.Filatenkov      ## 41614033  #dY:7.1%   
         14.05        0.125        0.137         0.01  # 1965,A.Paulsen+          ## 20386004  #dY:7.3%   
          14.1            0        0.102        0.009  # 1975,R.Spangler+         ## 12956002  #dY:8.8%   
          14.1         0.05        0.122        0.006  # 1968,T.Shiokawa+         ## 20278003  #dY:4.9%   
          14.1          0.1        0.119      0.01428  # 1957,S.Yasumi            ## 20280006  #dY:12.0%  
          14.1         0.14       0.1311       0.0082  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
         14.11         0.13       0.0731       0.0033  # 1991,M.Viennot+          ## 30978016  #dY:4.5%   
         14.11         0.05        0.107      0.00856  # 1962,E.Weigold+          ## 31110006  #dY:8.0%   
         14.13          0.1        0.105        0.007  # 1962,M.Cevolani+         ## 21266008  #dY:6.7%   
         14.16         0.14      0.11455      0.00228  # 2013,C.Bhatia+           ## 14330002  #dY:2.0%   
          14.2         0.15         0.17        0.015  # 1960,D.R.Koehler+        ## 11807002  #dY:8.8%   
          14.2          0.1        0.121        0.006  # 1995,S.K.Ghorai+         ## 13597003  #dY:5.0%   
          14.2          0.2        0.131        0.013  # 1978,C.V.Srinivasa Rao   ## 30574004  #dY:9.9%   
          14.2            0         0.17         0.01  # 1969,A.Chatterjee+       ## 30612009  #dY:5.9%   
         14.24            0       0.1287       0.0097  # 1993,C.Konno+            ## 22637006  #dY:7.5%   
         14.26            0        0.118        0.008  # 1999,A.A.Filatenkov+     ## 41240077  #dY:6.8%   
         14.26            0        0.119    0.0079968  # 2016,A.A.Filatenkov      ## 41614033  #dY:6.7%   
        14.327        0.052       0.1431    0.0059387  # 2007,W.Mannhart+         ## 22976029  #dY:4.2%   
         14.37        0.075        0.136      0.01088  # 1962,E.Weigold+          ## 31110006  #dY:8.0%   
          14.4         0.15        0.167     0.012692  # 1961,L.A.Rayburn         ## 11328014  #dY:7.6%   
          14.4         0.15         0.15        0.012  # 1968,N.Ranakumar+        ## 11515008  #dY:8.0%   
         14.41         0.34      0.13113      0.00256  # 2013,C.Bhatia+           ## 14330002  #dY:2.0%   
         14.42         0.13        0.172        0.012  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
         14.44            0        0.143        0.009  # 1999,A.A.Filatenkov+     ## 41240077  #dY:6.3%   
         14.44            0        0.145     0.009019  # 2016,A.A.Filatenkov      ## 41614033  #dY:6.2%   
         14.45          0.2         0.27        0.025  # 1956,A.V.Cohen+          ## 21115006  #dY:9.3%   
         14.47         0.05        0.185        0.015  # 1961,F.Gabbard+          ## 11814002  #dY:8.1%   
         14.47         0.17       0.1049       0.0041  # 1991,M.Viennot+          ## 30978016  #dY:3.9%   
          14.5            0        0.224       0.0448  # 1953,E.B.Paul+           ## 11274038  #dY:20.0%  
          14.5          0.1        0.148        0.008  # 1968,T.Shiokawa+         ## 20278003  #dY:5.4%   
          14.5            0       0.1038        0.057  # 1992,Y.Uwamino+          ## 22703018  #dY:54.9%  
          14.5            0        0.185        0.014  # 1969,A.Chatterjee+       ## 30612009  #dY:7.6%   
         14.59          0.1        0.165       0.0132  # 1962,E.Weigold+          ## 31110006  #dY:8.0%   
          14.6            0        0.146        0.011  # 1976,R.A.Sigg            ## 10776025  #dY:7.5%   
          14.6          0.1        0.153        0.008  # 1968,T.Shiokawa+         ## 20278003  #dY:5.2%   
          14.6          0.1        0.167         0.01  # 1991,A.Ercan+            ## 22338018  #dY:6.0%   
          14.6         0.05          0.2        0.013  # 1965,J.Csikai            ## 30038009  #dY:6.5%   
          14.6            0        0.161        0.012  # 1973,J.Araminowicz+      ## 30264016  #dY:7.5%   
          14.6          0.2        0.153        0.006  # 1987,Zhou Muyao+         ## 30755008  #dY:3.9%   
         14.61         0.13        0.196        0.014  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
         14.63            0        0.145        0.011  # 1999,A.A.Filatenkov+     ## 41240077  #dY:7.6%   
         14.63            0        0.147     0.011054  # 2016,A.A.Filatenkov      ## 41614033  #dY:7.5%   
         14.65         0.15        0.265        0.015  # 1956,A.V.Cohen+          ## 21115006  #dY:5.7%   
         14.69            0         0.17        0.013  # 1993,C.Konno+            ## 22637006  #dY:7.6%   
          14.7          0.1        0.153        0.036  # 1963,E.T.Bramlitt+       ## 11590024  #dY:23.5%  
          14.7          0.1        0.155        0.008  # 1968,T.Shiokawa+         ## 20278003  #dY:5.2%   
          14.7         0.15          0.2        0.023  # 1972,S.M.Qaim            ## 20536010  #dY:11.5%  
          14.7          0.3         0.19         0.02  # 1976,M.Valkonen+         ## 20673009  #dY:10.5%  
          14.7         0.15        0.225        0.025  # 1967,J.Csikai+           ## 30119003  #dY:11.1%  
         14.74        0.162       0.1758    0.0091416  # 1987,J.W.Meadows+        ## 12969021  #dY:5.2%   
         14.75        0.075        0.232         0.02  # 1961,F.Gabbard+          ## 11814002  #dY:8.6%   
         14.77        0.125        0.182      0.01456  # 1962,E.Weigold+          ## 31110006  #dY:8.0%   
          14.8         0.45        0.254         0.02  # 1960,I.L.Preiss+         ## 11740019  #dY:7.9%   
          14.8            0        0.199        0.006  # 1988,D.A.Rutherford      ## 13136002  #dY:3.0%   
          14.8          0.1        0.156        0.008  # 1968,T.Shiokawa+         ## 20278003  #dY:5.1%   
          14.8         0.05        0.165        0.016  # 1967,A.Chatterjee+       ## 30061004  #dY:9.7%   
          14.8         0.15        0.175         0.03  # 1983,N.I.Molla+          ## 30577012  #dY:17.1%  
          14.8            0        0.186        0.011  # 1969,A.Chatterjee+       ## 30612009  #dY:5.9%   
          14.8         0.05        0.102         0.01  # 1967,B.Mitra             ## 31070003  #dY:9.8%   
         14.81            0        0.159        0.012  # 1999,A.A.Filatenkov+     ## 41240077  #dY:7.5%   
         14.81            0         0.16     0.011952  # 2016,A.A.Filatenkov      ## 41614033  #dY:7.5%   
         14.82         0.14       0.2081       0.0108  # 1969,M.Bormann+          ## 20835007  #dY:5.2%   
         14.83         0.25       0.1458       0.0062  # 1991,M.Viennot+          ## 30978016  #dY:4.3%   
          14.9         0.15        0.295        0.025  # 1956,A.V.Cohen+          ## 21115006  #dY:8.5%   
         14.97            0        0.193        0.014  # 1993,C.Konno+            ## 22637006  #dY:7.3%   
         14.99        0.135        0.227        0.016  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
         15.04            0        0.288       0.0432  # 1967,J.Csikai+           ## 30033015  #dY:15.0%  
         15.05         0.25        0.265         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:7.5%   
         15.18         0.13        0.239        0.017  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
          15.2          0.1        0.176         0.01  # 1995,S.K.Ghorai+         ## 13597003  #dY:5.7%   
          15.2          0.2        0.183        0.019  # 1963,M.Bormann+          ## 21343005  #dY:10.4%  
          15.3        0.075         0.23        0.015  # 1961,F.Gabbard+          ## 11814002  #dY:6.5%   
          15.4          0.2         0.28         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:7.1%   
         15.46         0.15       0.2738       0.0174  # 1969,M.Bormann+          ## 20835007  #dY:6.4%   
          15.5          0.1         0.29         0.02  # 1961,F.Gabbard+          ## 11814002  #dY:6.9%   
          15.5          0.3        0.315         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:6.3%   
          15.5            0       0.1632        0.087  # 1992,Y.Uwamino+          ## 22703018  #dY:53.3%  
         15.55         0.12        0.279         0.02  # 1965,A.Paulsen+          ## 20386004  #dY:7.2%   
          15.6         0.15         0.25        0.025  # 1960,D.R.Koehler+        ## 11807002  #dY:10.0%  
         15.71        0.115        0.288         0.02  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
         15.85         0.15         0.43         0.03  # 1956,A.V.Cohen+          ## 21115006  #dY:7.0%   
         15.88        0.335        0.262      0.02358  # 1963,L.A.Rayburn         ## 11784003  #dY:9.0%   
            16        0.075        0.275        0.015  # 1961,F.Gabbard+          ## 11814002  #dY:5.5%   
            16         0.25         0.24         0.03  # 1963,M.Bormann+          ## 21343005  #dY:12.5%  
         16.03        0.105        0.312        0.022  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
         16.05         0.15       0.3195       0.0201  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
          16.1         0.35         0.34        0.035  # 1956,A.V.Cohen+          ## 21115006  #dY:10.3%  
          16.2          0.1        0.222        0.013  # 1995,S.K.Ghorai+         ## 13597003  #dY:5.9%   
          16.2          0.2        0.335         0.02  # 1956,A.V.Cohen+          ## 21115006  #dY:6.0%   
         16.24          0.1        0.326        0.023  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
          16.4         0.25        0.277        0.027  # 1960,D.R.Koehler+        ## 11807002  #dY:9.7%   
          16.4          0.2        0.295        0.025  # 1960,D.R.Koehler+        ## 11807002  #dY:8.5%   
          16.5            0       0.2151         0.11  # 1992,Y.Uwamino+          ## 22703018  #dY:51.1%  
         16.51         0.15       0.3721       0.0234  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
         16.59        0.095         0.35        0.025  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
          16.6          0.1        0.276        0.016  # 1961,F.Gabbard+          ## 11814002  #dY:5.8%   
          16.7         0.25        0.355         0.05  # 1956,A.V.Cohen+          ## 21115006  #dY:14.1%  
         16.75         0.15        0.485        0.035  # 1956,A.V.Cohen+          ## 21115006  #dY:7.2%   
         16.93        0.235        0.369        0.026  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
         17.08         0.14       0.4021       0.0254  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
          17.1        0.075        0.305         0.02  # 1961,F.Gabbard+          ## 11814002  #dY:6.6%   
          17.1          0.2        0.284        0.034  # 1963,M.Bormann+          ## 21343005  #dY:12.0%  
          17.2          0.1        0.267        0.017  # 1995,S.K.Ghorai+         ## 13597003  #dY:6.4%   
         17.24        0.315        0.325      0.02925  # 1963,L.A.Rayburn         ## 11784003  #dY:9.0%   
         17.27         0.23        0.376        0.026  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
          17.4          0.1         0.33         0.03  # 1960,D.R.Koehler+        ## 11807002  #dY:9.1%   
         17.48         0.14       0.4084       0.0258  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
          17.5            0       0.2913         0.11  # 1992,Y.Uwamino+          ## 22703018  #dY:37.8%  
          17.5          0.4         0.25         0.04  # 2013,J.Vrzalova+         ## 31714027  #dY:16.0%  
         17.55          0.1         0.29         0.02  # 1961,F.Gabbard+          ## 11814002  #dY:6.9%   
         17.55          0.2         0.51         0.05  # 1956,A.V.Cohen+          ## 21115006  #dY:9.8%   
         17.55         1.12         0.26        0.064  # 1992,T.S.Soewarsono+     ## 22335012  #dY:24.6%  
         17.59         0.22        0.393        0.028  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
         17.84         0.13       0.4383       0.0276  # 1969,M.Bormann+          ## 20835007  #dY:6.3%   
          17.9         0.21        0.404        0.028  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
          18.1          0.1        0.337        0.028  # 1960,D.R.Koehler+        ## 11807002  #dY:8.3%   
         18.13         0.11       0.4477       0.0403  # 1969,M.Bormann+          ## 20835007  #dY:9.0%   
         18.19        0.195        0.423         0.03  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
          18.2          0.1        0.327        0.027  # 1995,S.K.Ghorai+         ## 13597003  #dY:8.3%   
         18.41        0.225        0.388      0.03492  # 1963,L.A.Rayburn         ## 11784003  #dY:9.0%   
         18.47         0.18         0.44        0.031  # 1965,A.Paulsen+          ## 20386004  #dY:7.0%   
          18.5          0.2        0.301        0.036  # 1963,M.Bormann+          ## 21343005  #dY:12.0%  
          18.5            0       0.1992         0.11  # 1992,Y.Uwamino+          ## 22703018  #dY:55.2%  
         18.71        0.165         0.45        0.032  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
         18.94        0.145        0.464        0.032  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
         19.29          0.1        0.462        0.032  # 1965,A.Paulsen+          ## 20386004  #dY:6.9%   
          19.3          0.2        0.285         0.03  # 1963,M.Bormann+          ## 21343005  #dY:10.5%  
         19.48         0.09        0.379      0.03411  # 1963,L.A.Rayburn         ## 11784003  #dY:9.0%   
          19.5            0       0.2341         0.11  # 1992,Y.Uwamino+          ## 22703018  #dY:47.0%  
         19.58        0.095        0.494        0.035  # 1965,A.Paulsen+          ## 20386004  #dY:7.1%   
          19.6         0.15         0.27         0.03  # 1963,M.Bormann+          ## 21343005  #dY:11.1%  
          20.5            0       0.2821         0.13  # 1992,Y.Uwamino+          ## 22703018  #dY:46.1%  
          21.5            0       0.2081          0.1  # 1992,Y.Uwamino+          ## 22703018  #dY:48.1%  
          21.8        0.955        0.276        0.045  # 1992,T.S.Soewarsono+     ## 22335012  #dY:16.3%  
          22.5            0       0.2531         0.11  # 1992,Y.Uwamino+          ## 22703018  #dY:43.5%  
          23.5            0       0.1619        0.091  # 1992,Y.Uwamino+          ## 22703018  #dY:56.2%  
          24.5            0       0.1486        0.084  # 1992,Y.Uwamino+          ## 22703018  #dY:56.5%  
          25.5            0       0.1962        0.097  # 1992,Y.Uwamino+          ## 22703018  #dY:49.4%  
          26.5            0       0.1998        0.098  # 1992,Y.Uwamino+          ## 22703018  #dY:49.0%  
          27.5            0        0.198        0.098  # 1992,Y.Uwamino+          ## 22703018  #dY:49.5%  
         27.58         0.82        0.194        0.043  # 1992,T.S.Soewarsono+     ## 22335012  #dY:22.2%  
          28.5            0      0.09832        0.056  # 1992,Y.Uwamino+          ## 22703018  #dY:57.0%  
          29.5            0      0.08731         0.05  # 1992,Y.Uwamino+          ## 22703018  #dY:57.3%  
          30.4          0.4        0.166        0.024  # 2013,J.Vrzalova+         ## 31714027  #dY:14.5%  
          30.5            0      0.06942        0.039  # 1992,Y.Uwamino+          ## 22703018  #dY:56.2%  
          31.5            0      0.05462        0.031  # 1992,Y.Uwamino+          ## 22703018  #dY:56.8%  
          32.5            0      0.04552        0.026  # 1992,Y.Uwamino+          ## 22703018  #dY:57.1%  
          32.8         0.72        0.137        0.044  # 1992,T.S.Soewarsono+     ## 22335012  #dY:32.1%  
          33.5            0      0.04003        0.023  # 1992,Y.Uwamino+          ## 22703018  #dY:57.5%  
          34.5            0      0.03506         0.02  # 1992,Y.Uwamino+          ## 22703018  #dY:57.0%  
          35.5            0      0.03475         0.02  # 1992,Y.Uwamino+          ## 22703018  #dY:57.6%  
          35.9          0.4        0.158        0.023  # 2013,J.Vrzalova+         ## 31714027  #dY:14.6%  
          36.5            0      0.03293        0.019  # 1992,Y.Uwamino+          ## 22703018  #dY:57.7%  
          37.5            0      0.03109        0.018  # 1992,Y.Uwamino+          ## 22703018  #dY:57.9%  
         38.26         0.61        0.141         0.08  # 1992,T.S.Soewarsono+     ## 22335012  #dY:56.7%  
          38.5            0      0.03494         0.02  # 1992,Y.Uwamino+          ## 22703018  #dY:57.2%  
//
#-------------------------------------------------------------------------------
